City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
48,bambous virieux,75,MU,1529776800,73,-20.34,57.76,71.6,6.93
49,fernandopolis,12,BR,1529781937,35,-20.28,-50.25,86.66,9.75
50,salalah,75,OM,1529776200,83,17.01,54.1,82.4,8.05
51,machakos,92,KE,1529782179,95,-1.52,37.27,61.55,4.05
52,rikitea,64,PF,1529781325,100,-23.12,-134.97,75.23,14.56
53,puerto ayacucho,75,CO,1529776800,78,5.66,-67.63,80.6,5.39
54,nehe,0,CN,1529782180,86,48.48,124.88,55.7,5.06
55,itoman,40,JP,1529778600,88,26.12,127.67,82.4,11.41
56,port alfred,0,ZA,1529781385,87,-33.59,26.89,63.8,8.08
57,clyde river,40,CA,1529776800,70,70.47,-68.59,42.8,17.22
58,busselton,0,AU,1529782127,100,-33.64,115.35,54.35,12.88
59,avarua,20,CK,1529780400,83,-21.21,-159.78,78.8,3.36
60,new norfolk,75,AU,1529778600,57,-42.78,147.06,48.2,17.22
61,khatanga,88,RU,1529781349,83,71.98,102.47,55.16,14.34
62,jamestown,0,AU,1529781330,69,-33.21,138.6,27.17,2.59
63,manokwari,0,ID,1529781495,100,-0.87,134.08,80.36,6.85
64,kapaa,20,US,1529780160,65,22.08,-159.32,82.4,19.46
65,katy,40,US,1529781300,52,29.79,-95.82,93.2,4.7
66,touros,80,BR,1529781433,79,-5.2,-35.46,80.09,19.04
67,talnakh,0,RU,1529781460,72,69.49,88.39,56.33,8.19
68,saldanha,32,PT,1529781493,53,41.42,-6.55,84.68,2.04
69,kamina,20,CD,1529782182,43,-8.74,25.0,74.15,5.61
70,tasiilaq,75,GL,1529779800,80,65.61,-37.64,41.0,10.29
71,anadyr,90,RU,1529776800,93,64.73,177.51,46.4,2.24
72,kalabo,0,ZM,1529782183,34,-15.0,22.67,64.43,7.07
73,katsuura,76,JP,1529781243,100,33.93,134.5,65.87,3.6
74,novikovo,0,UA,1529782184,83,45.05,34.56,72.53,8.08
75,chokurdakh,0,RU,1529781318,82,70.62,147.9,36.8,8.75
76,victoria,75,BN,1529776800,94,5.28,115.24,78.8,5.73
77,kalmunai,12,LK,1529781425,94,7.42,81.82,75.23,6.51
78,carnarvon,0,ZA,1529781453,37,-30.97,22.13,42.38,8.86
79,kolo,76,TZ,1529782185,42,-4.73,35.84,70.28,7.29
80,limoeiro do norte,0,BR,1529782126,36,-5.15,-38.1,92.15,10.65
81,aklavik,90,CA,1529776800,87,68.22,-135.01,48.2,12.75
82,cleveland,1,US,1529781480,64,41.51,-81.69,80.6,9.17
83,zavitinsk,0,RU,1529782186,76,50.11,129.44,53.36,6.17
84,tautira,20,PF,1529780400,61,-17.73,-149.15,80.6,6.93
85,mbandaka,24,CD,1529782186,81,0.05,18.26,78.02,2.71
86,araouane,12,ML,1529782186,9,18.9,-3.53,108.8,7.63
87,torbat-e jam,0,IR,1529782187,29,35.24,60.63,76.4,8.3
88,padang,76,ID,1529781365,100,-0.92,100.36,79.73,14.23
89,sao filipe,0,CV,1529781283,91,14.9,-24.5,76.04,12.66
90,kaitangata,76,NZ,1529781327,66,-46.28,169.85,30.77,3.15
91,walvis bay,0,NA,1529780400,76,-22.95,14.51,57.2,16.02
92,dikson,88,RU,1529781418,100,73.51,80.55,32.3,13.56
93,hay river,90,CA,1529780400,88,60.82,-115.79,64.4,3.94
94,sicamous,90,CA,1529780400,88,50.84,-118.99,62.6,3.36
95,lamar,20,US,1529779980,37,38.09,-102.62,86.0,16.11
96,kouroussa,44,GN,1529782192,55,10.65,-9.88,87.38,6.06
97,havre-saint-pierre,75,CA,1529776800,45,50.23,-63.6,68.0,13.87
98,burgeo,20,CA,1529782193,90,47.61,-57.61,48.95,17.02
99,kotka,0,FI,1529779800,54,60.47,26.95,57.2,6.93
100,sarishabari,92,BD,1529782197,97,24.75,89.83,78.29,9.53
101,klaksvik,92,FO,1529779800,100,62.23,-6.59,50.0,11.41
102,rudraprayag,0,IN,1529782197,86,30.29,78.98,63.89,2.59
103,georgetown,75,GY,1529780400,66,6.8,-58.16,87.8,11.41
104,los llanos de aridane,75,ES,1529780400,73,28.66,-17.92,71.6,3.36
105,cabo san lucas,40,MX,1529779680,69,22.89,-109.91,77.0,9.17
106,waingapu,8,ID,1529781380,81,-9.65,120.26,72.98,9.98
107,airai,24,TL,1529782219,88,-8.93,125.41,59.25,1.63
108,fort morgan,1,US,1529780100,21,40.25,-103.8,82.4,6.22
109,biak,68,ID,1529782220,100,-0.91,122.88,74.64,3.87
110,nizhniy kuranakh,48,RU,1529782221,91,58.84,125.49,56.28,2.3
111,praia da vitoria,20,PT,1529776800,69,38.73,-27.07,73.4,10.65
112,mandalgovi,100,MN,1529782258,88,45.76,106.27,57.18,13.49
113,fairbanks,8,US,1529780280,52,64.84,-147.72,64.4,5.82
114,westport,75,IE,1529776800,59,53.8,-9.52,64.4,9.17
115,vardo,90,US,1529780100,78,39.62,-77.74,77.0,10.29
116,taoudenni,0,ML,1529781328,8,22.68,-3.98,104.84,6.51
117,serenje,12,ZM,1529782223,65,-13.23,30.22,55.65,7.45
118,strezhevoy,75,RU,1529780400,93,60.73,77.6,57.2,15.66
119,vershino-shakhtaminskiy,92,RU,1529781965,78,51.3,117.89,62.0,2.37
120,evensk,0,RU,1529782224,74,61.92,159.24,53.85,4.88
121,baherden,0,TM,1529782225,42,38.44,57.43,72.3,1.97
122,melilla,40,EC,1529780400,66,-0.8,-80.23,84.2,5.82
123,berlevag,48,NO,1529781252,92,70.86,29.09,48.23,9.98
124,mokrous,0,RU,1529782226,41,51.24,47.51,67.08,6.44
125,slave lake,90,CA,1529780400,88,55.28,-114.77,66.2,10.29
126,funadhoo,20,MV,1529782226,100,6.15,73.27,80.4,14.38
127,ribeira grande,40,PT,1529778600,64,38.52,-28.7,75.2,5.82
128,igarka,92,RU,1529782227,95,67.47,86.57,59.43,11.59
129,inirida,36,CO,1529782227,87,3.87,-67.92,79.86,1.41
130,urusha,8,RU,1529781326,89,54.05,122.9,55.52,2.37
131,bima,12,ID,1529782228,90,-8.45,118.73,75.72,5.1
132,axim,80,GH,1529781379,95,4.87,-2.24,78.83,10.87
133,torbay,75,CA,1529779680,35,47.66,-52.73,71.6,28.86
134,vanimo,32,PG,1529782229,100,-2.67,141.3,80.31,9.69
135,alcantara,76,PH,1529782229,100,9.97,123.41,79.68,3.76
136,arraial do cabo,0,BR,1529780400,61,-22.97,-42.02,78.8,13.87
137,san rafael,8,AR,1529782230,45,-34.61,-68.33,46.02,8.57
138,severo-kurilsk,92,RU,1529781382,93,50.68,156.12,42.56,8.19
139,ngorongoro,8,TZ,1529782231,89,-3.24,35.49,48.45,2.42
140,cape town,75,ZA,1529776800,87,-33.93,18.42,59.0,8.05
141,kieta,92,PG,1529781247,100,-6.22,155.63,76.4,3.38
142,castro,0,CL,1529781453,72,-42.48,-73.76,44.09,6.17
143,faanui,12,PF,1529781260,100,-16.48,-151.75,80.63,17.13
144,ghanaur,20,IN,1529782232,52,30.33,76.61,82.65,5.44
145,port lincoln,56,AU,1529781419,100,-34.72,135.86,54.8,11.21
146,bethel,90,US,1529779980,66,60.79,-161.76,51.8,3.38
147,dourbali,36,TD,1529782232,80,11.81,15.86,78.51,6.33
148,along,92,IN,1529782233,98,28.17,94.8,67.53,1.63
149,saint anthony,1,US,1529781120,35,43.97,-111.68,69.8,7.63
150,harper,1,US,1529779860,39,30.3,-99.24,96.8,11.41
151,zig,1,US,1529780100,65,40.13,-92.77,77.0,5.82
152,abancay,0,PE,1529780400,47,-13.64,-72.88,59.0,2.08
153,lorengau,56,PG,1529781309,100,-2.02,147.27,82.25,0.81
154,rancho palos verdes,90,US,1529780280,72,33.75,-118.37,71.6,10.29
155,lara,0,PE,1529780400,17,-16.45,-71.53,66.2,10.29
156,almansa,0,ES,1529780400,36,38.87,-1.1,80.6,10.29
157,emba,20,CY,1529780400,83,34.81,32.42,75.2,8.05
158,manta,0,RO,1529781480,74,45.1,24.1,58.04,4.5
159,phangnga,20,TH,1529780400,88,8.45,98.53,77.0,1.12
160,presidencia roque saenz pena,56,AR,1529781488,68,-26.79,-60.44,78.29,6.96
161,port elizabeth,75,US,1529780700,88,39.31,-74.98,78.8,5.82
162,remedios,75,CU,1529779800,55,22.5,-79.55,89.6,8.05
163,mahajanga,0,MG,1529780400,78,-15.72,46.32,75.2,2.24
164,huarmey,8,PE,1529782246,65,-10.07,-78.15,67.26,3.98
165,tuatapere,44,NZ,1529781396,100,-46.13,167.69,44.0,9.86
166,ostrovnoy,0,RU,1529781427,60,68.05,39.51,58.13,24.29
167,saint-georges,56,CA,1529782253,59,46.12,-70.67,73.47,3.98
168,provideniya,92,RU,1529781394,100,64.42,-173.23,40.58,14.9
169,turukhansk,44,RU,1529781424,96,65.8,87.96,61.19,9.98
170,conakry,40,GN,1529780400,74,9.52,-13.7,82.4,4.7
171,norman wells,75,CA,1529776800,68,65.28,-126.83,68.0,17.22
172,grand gaube,75,MU,1529776800,73,-20.01,57.66,71.6,6.93
173,laela,88,TZ,1529782254,46,-8.57,32.05,68.88,6.44
174,barra patuca,48,HN,1529782040,95,15.8,-84.28,82.61,11.43
175,balaipungut,68,ID,1529782254,96,1.11,101.31,72.48,1.52
176,krasnaya gora,90,RU,1529780400,100,53.01,31.6,53.6,11.18
177,edmonton,90,CA,1529780760,68,53.54,-113.51,71.6,6.93
178,dawlatabad,0,AF,1529782255,57,36.41,64.91,70.5,3.87
179,port macquarie,0,AU,1529780400,87,-31.43,152.91,44.6,6.93
180,monaragala,56,LK,1529782256,84,6.87,81.35,79.5,11.48
181,nikolskoye,20,RU,1529778600,63,59.7,30.79,60.8,4.47
182,hasaki,75,JP,1529778840,100,35.73,140.83,62.6,2.24
183,paamiut,88,GL,1529781498,100,61.99,-49.67,38.51,5.95
184,hauterive,0,FR,1529780400,46,46.09,3.45,69.8,6.93
185,nantucket,90,US,1529781300,100,41.28,-70.1,64.4,8.05
186,kavieng,76,PG,1529781366,100,-2.57,150.8,82.07,1.36
187,nemuro,92,JP,1529781342,88,43.32,145.57,55.07,19.04
188,yellowknife,90,CA,1529776800,82,62.45,-114.38,64.4,13.87
189,tiksi,20,RU,1529781470,56,71.64,128.87,62.72,4.61
190,saint-francois,0,FR,1529780400,49,46.42,3.91,68.0,8.05
191,narasannapeta,20,IN,1529782261,87,18.42,84.04,80.49,6.67
192,barrow,56,AR,1529781355,42,-38.31,-60.23,46.52,24.85
193,qaqortoq,40,GL,1529779800,57,60.72,-46.03,48.2,10.29
194,yar-sale,0,RU,1529781556,63,66.83,70.83,54.44,17.81
195,esperance,40,TT,1529776800,70,10.24,-61.45,86.0,14.99
196,twin falls,1,US,1529779980,27,42.57,-114.46,73.4,21.92
197,ratnagiri,80,IN,1529782262,100,16.98,73.3,74.73,7.11
198,grindavik,90,IS,1529780400,100,63.84,-22.43,51.8,11.41
199,puerto ayora,90,EC,1529780400,65,-0.74,-90.35,78.8,12.75
200,qaanaaq,36,GL,1529781345,97,77.48,-69.36,32.03,2.15
201,moratuwa,40,LK,1529781000,88,6.77,79.88,80.6,9.17
202,kodiak,75,US,1529776380,69,39.95,-94.76,75.2,3.36
203,san patricio,76,PY,1529781582,50,-26.98,-56.83,82.07,6.62
204,teknaf,92,BD,1529781554,100,20.86,92.31,74.87,2.71
